YEAR,ETHNIC_BEL,ETHNIC_UKR,ETHNIC_GER,ETHNIC_POL,ETHNIC_ARMENIAN,ETHNIC_GREEK,ETHNIC_JEWISH,ETHNIC_KABARDIN,ETHNIC_KALMYK,ETHNIC_CHINESE,ETHNIC_KOREAN,ETHNIC_LATVIAN,ETHNIC_LITHUANIAN,ETHNIC_OSSETIAN,ETHNIC_ESTONIAN,ETHNIC_TATAR,ETHNIC_CHECHEN,ger_surname,n
1914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1916,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147
1917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
1917,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4162
1918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,115
1918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
1918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45
1918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
1918,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1918,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1918,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1918,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
1918,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12
1918,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1918,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1918,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1918,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1918,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9819
1919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,353
1919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
1919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,174
1919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
1919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1919,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
1919,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9
1919,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1919,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
1919,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30
1919,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
1919,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1919,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1919,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
1919,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1919,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
1919,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
1919,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1919,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
1919,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12278
1920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,401
1920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,133
1920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9
1920,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40
1920,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,36
1920,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,29
1920,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
1920,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7
1920,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
1920,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4
1920,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
1920,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,47
1920,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,77
1920,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1920,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8
1920,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1920,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253
1920,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12
1920,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1920,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
1920,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19
1920,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
1920,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
1920,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1920,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121
1920,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
1920,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9641
1921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,261
1921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,166
1921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
1921,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13
1921,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12
1921,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24
1921,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
1921,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
1921,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
1921,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
1921,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8
1921,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,78
1921,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8
1921,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1921,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
1921,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1921,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
1921,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23
1921,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
1921,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144
1921,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1934
1922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68
1922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10
1922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
1922,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1922,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
1922,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
1922,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
1922,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
1922,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,66
1922,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8
1922,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1922,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
1922,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1922,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
1922,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
1922,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,973
1923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44
1923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
1923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
1923,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1923,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
1923,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
1923,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
1923,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
1923,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,54
1923,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5
1923,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1923,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1923,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
1923,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
1923,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1923,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
1923,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1923,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
1923,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
1924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1387
1924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50
1924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
1924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
1924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1924,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1924,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6
1924,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1924,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1924,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1924,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,68
1924,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
1924,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1924,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
1924,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1924,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1924,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
1924,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
1924,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
1925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1049
1925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64
1925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6
1925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
1925,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
1925,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1925,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1925,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
1925,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,92
1925,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9
1925,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
1925,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1925,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
1925,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
1925,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1925,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1779
1926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,115
1926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
1926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
1926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1926,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1926,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
1926,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1926,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1926,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6
1926,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1926,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,75
1926,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
1926,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1926,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
1926,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1926,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1926,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1926,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
1926,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1926,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
1926,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1926,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3850
1927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,195
1927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13
1927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15
1927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3
1927,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7
1927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8
1927,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12
1927,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1927,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
1927,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19
1927,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1927,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
1927,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,66
1927,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
1927,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1927,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
1927,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1927,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1927,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
1927,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
1927,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200
1927,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
1927,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4309
1928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,255
1928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,119
1928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8
1928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3
1928,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19
1928,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
1928,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23
1928,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
1928,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16
1928,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1928,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1928,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
1928,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,79
1928,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,74
1928,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
1928,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1928,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1928,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
1928,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
1928,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1928,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22
1928,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
1928,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263
1928,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1928,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25097
1929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,875
1929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,890
1929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
1929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31
1929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1929,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,55
1929,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31
1929,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,109
1929,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,11
1929,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
1929,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,48
1929,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,163
1929,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6
1929,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,93
1929,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,127
1929,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6
1929,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
1929,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17
1929,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,984
1929,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28
1929,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
1929,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1929,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
