YEAR,ETHNIC_BEL,ETHNIC_UKR,ETHNIC_GER,ETHNIC_POL,ETHNIC_ARMENIAN,ETHNIC_GREEK,ETHNIC_JEWISH,ETHNIC_KABARDIN,ETHNIC_KALMYK,ETHNIC_CHINESE,ETHNIC_KOREAN,ETHNIC_LATVIAN,ETHNIC_LITHUANIAN,ETHNIC_OSSETIAN,ETHNIC_ESTONIAN,ETHNIC_TATAR,ETHNIC_CHECHEN,ger_surname,n
1949,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17
1949,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
1949,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10
1949,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531
1949,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
1949,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
1949,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112
1949,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348
1949,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
1949,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1949,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578
1949,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
1949,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6292
1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,556
1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,51
1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,103
1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15
1950,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11
1950,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,53
1950,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,49
1950,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
1950,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7
1950,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9
1950,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18
1950,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
1950,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,131
1950,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,10
1950,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
1950,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15
1950,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248
1950,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20
1950,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
1950,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,130
1950,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1950,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1950,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317
1950,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
1950,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447
1950,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
1950,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1950,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4200
1951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,554
1951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,59
1951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,53
1951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25
1951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1951,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19
1951,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,114
1951,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,74
1951,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
1951,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
1951,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1951,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10
1951,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2
1951,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
1951,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,142
1951,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,12
1951,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9
1951,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28
1951,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386
1951,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
1951,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118
1951,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,121
1951,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339
1951,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
1951,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1951,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410
1951,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1951,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1937
1952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,433
1952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18
1952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28
1952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15
1952,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18
1952,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,50
1952,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,51
1952,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4
1952,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
1952,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
1952,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9
1952,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1952,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,56
1952,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
1952,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
1952,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18
1952,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
1952,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
1952,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45
1952,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210
1952,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
1952,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1384
1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,307
1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21
1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12
1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3
1953,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10
1953,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40
1953,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,45
1953,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1953,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
1953,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1953,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,66
1953,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
1953,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
1953,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1953,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
1953,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
1953,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54
1953,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1953,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
1953,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1953,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
1953,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1953,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414
1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,153
1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
1954,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8
1954,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
1954,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1954,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
1954,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1954,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1954,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1954,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22
1954,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
1954,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236
1955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,108
1955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
1955,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1955,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
1955,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
1955,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
1955,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1955,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
1955,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1955,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1955,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
1955,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1955,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218
1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11
1956,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1956,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
1956,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9
1956,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
1956,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2
1956,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
1956,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1956,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
1956,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1956,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1956,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
1956,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1956,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
1956,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1158
1957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23
1957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12
1957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17
1957,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1957,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,62
1957,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1957,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23
1957,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1957,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
1957,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30
1957,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
1957,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
1957,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22
1957,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
1957,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1957,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
1957,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284
1957,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1957,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
1958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,760
1958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17
1958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
1958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8
1958,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
1958,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21
1958,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14
1958,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4
1958,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1958,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
1958,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25
1958,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
1958,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
1958,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1958,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
1958,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
1958,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
1958,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
1958,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187
1958,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
1958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265
1959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
1959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
1959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
1959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11
1959,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1959,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
1959,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8
1959,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
1959,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
1959,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1959,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1959,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1959,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1959,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1959,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
1959,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98
1959,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332695
NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33428
NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,94
NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,398
NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,81
NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7
NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,58
NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,529
NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,166
NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8
NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2085
NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6
NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1458
NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,23
NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3
NA,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3206
NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7
NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2962
NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9559
NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1049
NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35
NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,101
NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25270
NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,743
NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11
NA,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
NA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20
NA,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
NA,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2501
NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5496
NA,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3264
NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39
NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1796
NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20
NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
